Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
POTEB|339010,5.757336595,3.720061356,0.649481581,5.727739574,1.02E-08,4.15E-08
PRSS53|339105,129.5068455,-0.059494571,0.140727664,-0.422763863,0.672467556,0.757763641
RAB43|339122,916.8823807,0.223967715,0.08323623,2.690747951,0.007129203,0.012712992
JMJD8|339123,5275.768642,0.170867504,0.069350735,2.463816761,0.013746637,0.023304827
FAM92B|339145,6.170060366,1.575893936,0.436207474,3.612716495,0.000303006,0.000666945
TMEM95|339168,0.053044702,0.029750082,1.878655564,0.015835836,0.987365359,0.992208105
METTL2A|339175,775.1695841,0.112054227,0.042191074,2.655875198,0.007910288,0.013994195
CCDC144NL|339184,9.859549365,0.653044624,0.312816415,2.087629012,0.036831313,0.057696328
C17orf65|339201,440.946548,0.035181607,0.061062243,0.576159763,0.5645072,0.656017856
C17orf67|339210,54.43713365,-0.125057142,0.105138925,-1.189446655,0.234263951,0.306039961
ENPP7|339221,0.270030095,0.208852955,0.484268999,0.431274674,0.666268663,0.751984755
C17orf90|339229,1393.686388,0.722924794,0.098682951,7.325731392,2.38E-13,1.69E-12
CCDC137|339230,1156.243521,0.214170942,0.070313241,3.045954617,0.002319428,0.004459951
ARL16|339231,1273.809406,0.295265347,0.085302786,3.461379888,0.000537414,0.001139051
C17orf51|339263,468.0358835,-0.630687029,0.075975854,-8.301150888,1.03E-16,1.13E-15
MSL1|339287,4603.355381,0.397742447,0.051045892,7.791860081,6.60E-15,5.72E-14
LOC339290|339290,1539.335432,-0.133542183,0.058487947,-2.283242786,0.022416071,0.03659239
LRRC30|339291,0.246793627,-0.374449178,1.225565447,-0.305531768,0.759961179,0.837733364
CPLX4|339302,1.087737726,-0.083658165,0.251678756,-0.332400584,0.739586798,0.820331175
ZNF181|339318,610.6035092,0.213753919,0.058021785,3.684028645,0.000229576,0.000514481
ZNF260|339324,1283.508753,0.198047152,0.061320374,3.229712072,0.001239149,0.002484488
ZNF546|339327,135.5832223,-0.250347479,0.06583376,-3.802721882,0.000143115,0.000330313
MYPOP|339344,364.6068594,0.162899913,0.062445092,2.608690434,0.009088942,0.015907671
NANOS2|339345,0.362426776,0.169160495,0.925504949,0.182776435,0.854973439,0.919334823
ADAMTSL5|339366,85.71900883,-0.775785847,0.147571604,-5.257013061,1.46E-07,5.13E-07
CLEC4G|339390,3.217700864,-0.585882073,0.241411128,-2.426905824,0.015228208,0.025624401
LINGO4|339398,115.2976252,0.235036408,0.155241058,1.514009316,0.130023477,0.181597086
RXFP4|339403,1.488837097,-0.380614527,0.396760987,-0.959304314,0.337405463,0.421039719
ANKRD45|339416,22.55156891,-1.697386931,0.179692833,-9.44604691,3.52E-21,6.79E-20
C1orf174|339448,874.909072,0.009271958,0.038680055,0.239709023,0.81055584,0.882525481
KLHL17|339451,346.8819464,1.136792172,0.104780387,10.84928394,2.01E-27,8.52E-26
C1orf70|339453,50.65916234,-0.385516054,0.157663414,-2.445183979,0.014477827,0.024455889
TMEM52|339456,143.7704286,1.283758592,0.156165003,8.220526803,2.03E-16,2.12E-15
FAM5C|339479,488.443546,0.365657417,0.232022981,1.575953449,0.115036532,0.162479966
MTMR9L|339483,232.8997,0.169304081,0.137196915,1.234022507,0.217194518,0.286327009
ZBTB8OS|339487,445.8228239,0.323796388,0.076340406,4.241481068,2.22E-05,5.80E-05
TFAP2E|339488,38.96818788,0.477325252,0.135496893,3.522776366,0.000427052,0.000918901
ZNF678|339500,170.0156208,0.184261019,0.124940506,1.474790079,0.140268989,0.194470342
PRSS38|339501,0.100324498,-0.108351088,1.097378443,-0.098736301,0.921347646,0.968813204
C1orf110|339512,2.060843205,-1.327562794,0.281002636,-4.724378433,2.31E-06,6.90E-06
LOC339524|339524,69.4557286,-0.209983251,0.122662235,-1.711881828,0.086918448,0.126216239
LOC339535|339535,32.15364721,-3.316665504,0.374928235,-8.846134256,9.06E-19,1.29E-17
C1orf228|339541,57.85837377,0.991731576,0.162363597,6.108090691,1.01E-09,4.61E-09
ZNF642|339559,144.8789599,-0.32725623,0.101217745,-3.233190287,0.00122416,0.002456688
LOC339568|339568,0.004221344,0.191024471,4.935570885,0.038703622,0.969126685,0.983988191
SLC35E4|339665,142.7895347,-0.213385198,0.081568205,-2.61603402,0.008895769,0.015591774
C22orf33|339669,0.039399659,0.129113251,2.035625822,0.06342681,0.949426639,0.983988191
LOC339674|339674,9.232315936,1.979402419,0.215186153,9.198558492,3.63E-20,6.17E-19
SPOPL|339745,1838.363798,-0.100365811,0.091565688,-1.096107213,0.273031859,0.349877101
CYP27C1|339761,20.86108597,-0.995430003,0.189368571,-5.256574502,1.47E-07,5.14E-07
ESPNL|339768,42.95866584,-1.022589409,0.22171,-4.61228366,3.98E-06,1.16E-05
C2orf70|339778,8.144189416,-0.007550228,0.210308046,-0.035900802,0.971361456,0.984537033
C2orf53|339779,0.193870294,0.303706437,1.36541537,0.222427873,0.823980816,0.893789564
LOC339788|339788,0.176441861,-0.622604818,0.683319244,-0.911147788,0.36221751,0.448304569
C2orf74|339804,555.5028426,0.161767944,0.127206294,1.271697641,0.203480569,0.270422927
CCDC39|339829,33.58313082,0.69115508,0.165401632,4.178647292,2.93E-05,7.51E-05
CCDC36|339834,8.757976903,-0.797886652,0.130613529,-6.108759621,1.00E-09,4.60E-09
KY|339855,97.14522128,-2.320768686,0.245662984,-9.446961224,3.49E-21,6.74E-20
C3orf35|339883,20.80827042,0.963313233,0.149558272,6.441056165,1.19E-10,6.12E-10
GADL1|339896,6.828060149,-0.792898744,0.386815397,-2.049811748,0.040382805,0.062764867
PRSS42|339906,0.159144784,-0.050556863,0.736008107,-0.068690633,0.945235874,0.983331275
CCDC158|339965,10.80181783,-1.41043416,0.164692052,-8.564069407,1.09E-17,1.33E-16
TMPRSS11A|339967,8.242225682,-3.076493858,0.502194509,-6.126100155,9.01E-10,4.15E-09
TRIML1|339976,0.404260001,1.230703369,0.737213535,1.66939877,0.095038377,0.136722898
LRRC66|339977,8.778439502,-0.575126592,0.159192563,-3.612772997,0.00030294,0.000666875
NAT8L|339983,113.1010398,-0.273527257,0.16341545,-1.673815159,0.094166932,0.135670187
LOC340017|340017,0.018302597,0.053594747,4.935570885,0.010858875,0.991336042,0.994420063
SLC6A19|340024,53.8400591,0.870393585,0.377874007,2.303396291,0.021256556,0.034847075
TMEM173|340061,1165.550276,-0.624970661,0.120863975,-5.170859741,2.33E-07,7.94E-07
FAM170A|340069,2.143909773,0.878685328,0.297941317,2.949189243,0.003186088,0.006012393
LOC340074|340074,0.093798433,-0.076086277,1.302726656,-0.058405404,0.95342571,0.983988191
ARSI|340075,68.98608224,-0.605991147,0.156208448,-3.879374999,0.000104725,0.000246304
ANKRD34B|340120,380.6576458,4.182741336,0.402773419,10.38484949,2.91E-25,9.23E-24
SLC35D3|340146,4.384812352,-1.230359406,0.256544903,-4.795883259,1.62E-06,4.94E-06
ZC3H12D|340152,12.15172032,0.010098367,0.189207575,0.053371894,0.957435599,0.983988191
MYLK4|340156,53.32182625,-0.586643944,0.096531952,-6.077199642,1.22E-09,5.55E-09
DPPA5|340168,0.432956431,0.3843134,0.658393161,0.583714143,0.559412651,0.651301493
IFITM4P|340198,0.517803725,0.586231962,0.396604146,1.478128678,0.13937334,0.193392184
C6orf127|340204,1.711353154,-5.094888616,0.79884178,-6.377844453,1.80E-10,9.05E-10
TREML1|340205,2.796124161,0.8873691,0.249809006,3.552190183,0.000382039,0.000827659
TREML3|340206,1.186972863,0.538920798,0.424582816,1.269294889,0.204335909,0.271405742
ZNF680|340252,1477.890778,0.590900164,0.135790733,4.351550013,1.35E-05,3.64E-05
UNCX|340260,0.106422405,0.54540777,1.887599708,0.288942495,0.772625383,0.848811229
COL28A1|340267,242.5542024,1.106987464,0.218145005,5.074548756,3.88E-07,1.29E-06
ABCB5|340273,13.34954845,0.347087179,0.260376589,1.333019913,0.182525269,0.24581236
C7orf46|340277,510.2849151,1.111802142,0.117646246,9.450383493,3.38E-21,6.54E-20
CTAGE6|340307,13.83029122,0.411502193,0.149625273,2.750218501,0.005955554,0.010762568
TSPAN33|340348,1232.124992,0.327879708,0.085769824,3.822786284,0.000131952,0.000305949
AGBL3|340351,21.32965298,0.254303062,0.111209111,2.286710691,0.022212715,0.036287533
LOC340357|340357,0.047434785,0.234276305,2.626635412,0.089192548,0.928928888,0.973941711
KLHL38|340359,9.369809006,-0.350338819,0.269203245,-1.301391514,0.193124477,0.25833551
NRBP2|340371,2396.622369,0.446855564,0.098125754,4.553907042,5.27E-06,1.50E-05
ZNF517|340385,642.1044636,0.201053499,0.076085153,2.642480037,0.008230132,0.014502639
C8ORFK29|340393,11.08522291,2.044254524,0.234765945,8.70762805,3.10E-18,4.09E-17
RSPO2|340419,206.5797371,-1.265713193,0.223606408,-5.660451339,1.51E-08,6.03E-08
ZDHHC21|340481,455.5527399,0.165692784,0.108153437,1.532015883,0.125518515,0.175892254
ACER2|340485,345.5444989,-0.38913233,0.164270886,-2.368845382,0.017843711,0.029672638
LOC340508|340508,1.487335201,0.029961618,0.314639036,0.095225368,0.924135821,0.970530266
RGAG4|340526,499.4858279,-0.880180338,0.102134813,-8.617828842,6.82E-18,8.56E-17
NHSL2|340527,86.57624831,-1.41427515,0.175010708,-8.081077823,6.42E-16,6.31E-15
PABPC1L2A|340529,173.8277638,1.023884334,0.216590903,4.727273036,2.28E-06,6.81E-06
KIAA2022|340533,413.0363326,-0.030049802,0.103776346,-0.289563115,0.772150488,0.848507065
BEX5|340542,231.5407016,0.016278057,0.192659998,0.084491111,0.93266597,0.976523485
TCEAL5|340543,86.24689607,-0.721563393,0.097960858,-7.365833725,1.76E-13,1.27E-12
VSIG1|340547,10.06549019,0.198451614,0.201682607,0.983979814,0.325125438,0.407392513
ZC3H12B|340554,148.3644491,-0.753558562,0.124955589,-6.030611097,1.63E-09,7.30E-09
SATL1|340562,72.23475437,0.423518983,0.065343914,6.481383775,9.09E-11,4.77E-10
DCAF12L2|340578,59.77347693,-0.981001408,0.175570975,-5.587491937,2.30E-08,8.99E-08
CA5BP|340591,458.6934252,0.206432323,0.067222896,3.070863259,0.002134409,0.004125559
ZCCHC16|340595,0.604664678,-0.360749052,0.406088023,-0.888351863,0.37435151,0.461435098
LHFPL1|340596,12.23925904,-1.575710303,0.166873211,-9.442559964,3.64E-21,7.01E-20
FAM41AY1|340618,0.039247272,0.289758979,2.955161145,0.098051837,0.921891132,0.969032291
LIPM|340654,0.108300535,0.399467515,1.123139266,0.355670509,0.722087333,0.804869985
CYP26C1|340665,0.594947272,-0.82632099,0.278094704,-2.971365431,0.002964788,0.005621208
VWA2|340706,754.4692334,-0.189269422,0.184585091,-1.025377622,0.305185043,0.385975091
NANOS1|340719,386.5858578,0.268530119,0.073707425,3.643189513,0.00026928,0.000597325
LRIT2|340745,0.947544144,-1.06362405,0.309861308,-3.43258104,0.000597865,0.001258229
HMX3|340784,0.470316885,-1.290410088,0.505319966,-2.553649517,0.01066005,0.018427889
AKR1CL1|340811,0.077208173,0.362012884,1.297864898,0.278929559,0.780298883,0.855740103
OR52B6|340980,0.242534895,-0.015638183,0.570099817,-0.027430605,0.978116288,0.987380179
DCDC1|341019,1.914008887,-0.47840095,0.264369842,-1.809589724,0.070359435,0.104177937
C11orf53|341032,7.862503324,-0.265032285,0.216844078,-1.222225149,0.221622496,0.291402692
LOC341056|341056,27.56751974,-0.688352266,0.095000684,-7.245761147,4.30E-13,2.98E-12
MS4A10|341116,0.26791623,0.169133462,0.52675155,0.321087735,0.748143905,0.827582389
OR2AT4|341152,0.059374451,0.260075264,1.882695833,0.13813982,0.890129915,0.946569286
HEPHL1|341208,4.28013184,1.260405752,0.254764593,4.947334867,7.52E-07,2.41E-06
OR10A2|341276,0.062281279,-0.130908984,2.014231829,-0.064992014,0.948180358,0.983988191
OVCH2|341277,5.921797648,-3.647277799,0.287431696,-12.68919832,6.79E-37,7.38E-35
C12orf70|341346,0.85444814,0.005252892,0.342788416,0.015324007,0.98777369,0.992415626
OVCH1|341350,0.388708445,-0.286476191,0.372577594,-0.768903433,0.441950639,0.533198008
SYT10|341359,13.22721561,-2.55879185,0.265035123,-9.654538708,4.70E-22,1.01E-20
ACSM4|341392,0.049177597,-0.025738394,1.952800012,-0.013180251,0.989483986,0.993271436
ANKRD33|341405,0.31402956,0.168915732,0.630476211,0.267917693,0.788762674,0.863481552
OR6C2|341416,0.132257955,0.346764041,1.155672962,0.30005378,0.764136134,0.841439571
OR6C4|341418,0.00527753,0.196829944,4.935570885,0.039879874,0.968188897,0.983988191
H1FNT|341567,0.833005952,0.238238006,0.31406914,0.758552738,0.448120154,0.539747416
OR8S1|341568,0.082152931,0.297481837,1.250038431,0.237978153,0.811898039,0.883742254
FREM2|341640,393.3558448,-0.94809027,0.200452718,-4.729745141,2.25E-06,6.73E-06
NEK5|341676,64.2579757,2.189211285,0.220600617,9.923867442,3.28E-23,8.21E-22
OR6S1|341799,0.04690223,0.190401463,2.503390769,0.076057428,0.93937341,0.980135568
SLC35F4|341880,18.41852874,-1.162867131,0.181040945,-6.423227233,1.33E-10,6.84E-10
COX8C|341947,0.645423296,0.178255084,0.328753027,0.542215793,0.587669857,0.678425064
GLDN|342035,47.39323612,-1.998647422,0.197435848,-10.12302193,4.37E-24,1.21E-22
GOLGA6A|342096,0.389685874,0.432262709,0.439562229,0.983393661,0.325413729,0.407705117
TMC3|342125,5.934283428,-0.161357855,0.190335425,-0.847755243,0.396574294,0.485269365
ZNF774|342132,51.79307029,-0.768103769,0.102975893,-7.459063938,8.71E-14,6.54E-13
FMN1|342184,86.58634764,0.018042119,0.217204258,0.083065218,0.933799682,0.977242317
LOC342346|342346,11.59956759,-0.570494408,0.177308927,-3.217516561,0.001293056,0.002584141
ZKSCAN2|342357,446.0644013,-0.088745856,0.060950706,-1.456026701,0.145385239,0.200700608
ATXN1L|342371,1919.752535,-0.411234525,0.083760095,-4.909671185,9.12E-07,2.89E-06
CD300E|342510,1.682075735,-0.766225453,0.35271668,-2.172353892,0.02982898,0.047602938
SMTNL2|342527,61.30372803,-1.633888153,0.271243716,-6.023690351,1.70E-09,7.60E-09
NACA2|342538,438.0949036,0.443456778,0.107864725,4.111230781,3.94E-05,9.89E-05
KRT27|342574,0.844318967,-2.817744011,0.44089346,-6.390986183,1.65E-10,8.35E-10
SLFN14|342618,1.273730563,0.379655558,0.313468133,1.211145625,0.225839598,0.296373035
STAC2|342667,502.0833346,-4.501305055,0.270707899,-16.62790436,4.38E-62,1.91E-59
VSTM2B|342865,0.074136515,0.049738419,1.364816907,0.036443291,0.970928896,0.984341037
NCCRP1|342897,64.86495716,-1.844098089,0.232799171,-7.921411734,2.35E-15,2.16E-14
SYCN|342898,0.037655694,0.123296785,2.966132829,0.041568194,0.966842929,0.983988191
LEUTX|342900,0.009345137,0.208440888,4.935570885,0.042232377,0.966313453,0.983988191
ZNF404|342908,220.2614406,0.421651797,0.08316803,5.069878389,3.98E-07,1.32E-06
ZNF284|342909,71.91073801,0.159631411,0.099867254,1.598435968,0.109945985,0.15600401
ZNF677|342926,254.8234294,0.272139108,0.061050812,4.457583747,8.29E-06,2.30E-05
RFPL4A|342931,1.731671363,-0.103642642,0.395178634,-0.262267828,0.793114964,0.86742539
ZSCAN5B|342933,4.127795517,0.197058588,0.145289604,1.356315817,0.174998705,0.236925216
ZSCAN22|342945,258.879475,0.293793649,0.051609567,5.692619937,1.25E-08,5.04E-08
NANOS3|342977,10.92129761,0.661421938,0.205923212,3.2119834,0.00131822,0.002630956
PALM3|342979,148.530738,-2.900814262,0.224074871,-12.94573659,2.48E-38,3.00E-36
RD3|343035,3.806070417,-0.394717872,0.251094069,-1.571992015,0.115952403,0.163664716
AADACL4|343066,1.042664505,-0.675942797,0.290557819,-2.326362441,0.019999224,0.032947879
PRAMEF5|343068,0.013457249,0.164566138,4.935570885,0.033342878,0.973401161,0.985783998
HNRNPCL1|343069,0.018025647,0.254884668,4.935570885,0.051642388,0.958813643,0.983988191
PRAMEF9|343070,0.044559571,0.21361164,3.341299246,0.063930712,0.949025398,0.983988191
PRAMEF10|343071,0.028769519,0.22264839,3.675434736,0.06057743,0.951695749,0.983988191
CCDC18|343099,46.60229002,0.521264623,0.109893695,4.743353338,2.10E-06,6.32E-06
OR6F1|343169,0.931863555,1.958196658,0.394295902,4.966312479,6.82E-07,2.20E-06
OR2W3|343171,28.36514922,0.532232129,0.187201523,2.843097211,0.004467744,0.008231949
OR2T8|343172,4.011988391,1.391070178,0.24893681,5.588045318,2.30E-08,8.96E-08
OR2T3|343173,0.35180858,-0.972778571,0.65806538,-1.478240005,0.13934355,0.19336449
MYBPHL|343263,0.855103496,-1.38444865,0.284054814,-4.873878502,1.09E-06,3.43E-06
OR10R2|343406,0.076714572,0.492929728,4.935570873,0.09987289,0.920445239,0.968271952
FCRL6|343413,19.56233688,-0.338509403,0.190742489,-1.774693232,0.075948553,0.111738507
KCNT2|343450,42.63302474,-1.241138889,0.199134379,-6.232670103,4.59E-10,2.20E-09
BARHL2|343472,1.692548437,2.424295938,0.935994743,2.59007431,0.009595522,0.016716946
NBPF7|343505,3.316764264,0.855398227,0.216655123,3.94820217,7.87E-05,0.000189009
TCTEX1D4|343521,7.116740571,0.433622098,0.239416187,1.811164494,0.070115393,0.10388698
OR2T29|343563,0.023832353,0.1265221,3.71504436,0.034056686,0.972831948,0.985420715
RSPO4|343637,10.77609198,0.241854427,0.219698378,1.100847578,0.270963001,0.347633635
TGM6|343641,0.529638061,1.340539739,0.547134368,2.450110645,0.014281232,0.024146614
XKR7|343702,0.445314696,-0.918317406,0.405732256,-2.263358144,0.023613621,0.038384819
MSGN1|343930,0.203097211,-1.309645412,0.537291884,-2.437493384,0.014789485,0.024943781
C2orf55|343990,516.6717878,-0.10549671,0.112749953,-0.935669657,0.349443298,0.434380347
FIGLA|344018,0.371613463,0.432516604,0.435064516,0.994143599,0.320152962,0.402087262
NOTO|344022,0.316673209,-0.213828593,0.582501577,-0.36708672,0.713554333,0.79653236
NCKAP5|344148,196.8608526,0.907239103,0.16361973,5.5448026,2.94E-08,1.13E-07
EVX2|344191,5.803207566,-2.355358428,0.304718006,-7.729633238,1.08E-14,9.10E-14
CDKL4|344387,1.205129721,-0.533925471,0.287660214,-1.85609773,0.063439629,0.094882067
PRDXDD1P|344405,113.6828295,0.374071127,0.092520632,4.043110357,5.27E-05,0.000130205
AOX2P|344454,0.082732198,0.134254714,1.330870547,0.100877365,0.919647812,0.967871625
SH3RF3|344558,610.5554721,-0.044777077,0.119554597,-0.374532459,0.708008212,0.791239404
GPR148|344561,0.323570072,0.613114052,0.506018611,1.211643285,0.225648958,0.296162375
LOC344595|344595,447.8398466,-0.624716159,0.150319697,-4.155916831,3.24E-05,8.24E-05
LRRIQ4|344657,2.295580354,-0.399033766,0.299567951,-1.332030895,0.182850037,0.246135755
SAMD7|344658,0.202225638,0.112243879,0.647531105,0.173341292,0.862383168,0.925329471
AADACL2|344752,0.044528133,0.196211529,2.107739464,0.093090978,0.925831285,0.971986952
GPR149|344758,6.898581001,-3.868600092,0.801729978,-4.825315505,1.40E-06,4.32E-06
ZNF860|344787,194.9991046,0.046027704,0.12568002,0.366229287,0.71419399,0.797110685
TMPRSS7|344805,2.073106552,-1.139390981,0.240290401,-4.741724919,2.12E-06,6.37E-06
CD200R1L|344807,0.090535535,-0.06447496,1.279825285,-0.050377939,0.959821216,0.983988191
PAQR9|344838,0.91562104,-0.008939925,0.461257718,-0.019381626,0.984536668,0.990499369
DVWA|344875,0.737512161,0.611536546,0.441168419,1.386174802,0.165693534,0.225382166
RTP2|344892,0.612164483,-0.631005405,0.766432426,-0.823302072,0.410336236,0.49990111
OSTN|344901,0.579081134,-0.40986374,0.695513629,-0.589296489,0.5556624,0.648009234
ATP13A5|344905,0.447242,-1.4206045,0.581101073,-2.444677122,0.014498187,0.024486076
LOC344967|344967,12.00859244,0.211917956,0.140416549,1.509209267,0.131245313,0.183173494
PRSS48|345062,0.135327909,0.19194037,0.881548453,0.217730936,0.827638759,0.896756831
ANKRD56|345079,310.3365345,0.420464925,0.114123233,3.684306111,0.000229327,0.000514123
LRIT3|345193,10.07977246,0.628504607,0.15668202,4.011338431,6.04E-05,0.000147574
C4orf44|345222,6.669174824,0.612307458,0.1706086,3.58896011,0.000332,0.000725809
SLC10A6|345274,10.66846835,-0.378806608,0.205689938,-1.841638983,0.065527975,0.097730493
HSD17B13|345275,341.5115441,-2.62470542,0.314823988,-8.337056633,7.62E-17,8.46E-16
PFN3|345456,0.026018998,0.187814852,3.693077629,0.050855918,0.959440333,0.983988191
ZNF879|345462,143.8573936,-0.465124221,0.067025226,-6.939539749,3.93E-12,2.42E-11
PLCXD3|345557,86.44178364,-0.327290503,0.213550257,-1.532615825,0.12537054,0.175747498
IRGM|345611,1.24241118,0.891831039,0.3634097,2.454065038,0.014125143,0.023892969
ACTBL2|345651,2.4564001,-0.321834731,0.305818927,-1.052370221,0.292629726,0.371865492
FAM174A|345757,1151.922259,0.247728933,0.079336703,3.122500985,0.001793215,0.003509876
MTX3|345778,1358.139045,-0.159053052,0.06129956,-2.594685052,0.009467763,0.016520709
RSPH4A|345895,54.44346047,1.322988562,0.207313236,6.381592365,1.75E-10,8.85E-10
ECT2L|345930,35.96679925,0.990843224,0.182809774,5.420077942,5.96E-08,2.21E-07
EYS|346007,25.20571973,0.018215067,0.129143076,0.141045632,0.887833894,0.94459917
ZNF391|346157,63.7769609,-0.528574996,0.127176682,-4.156225725,3.24E-05,8.23E-05
ZFP57|346171,18.36869763,-1.43975132,0.308720496,-4.663607827,3.11E-06,9.16E-06
SEPT14|346288,0.144796058,0.489759739,0.848593464,0.577142955,0.563842889,0.655489437
MACC1|346389,267.2398809,-1.317032735,0.185511045,-7.099484226,1.25E-12,8.19E-12
OR6V1|346517,0.028599038,0.266532902,3.191677135,0.083508729,0.933447037,0.977113878
OR2A12|346525,0.040493379,-0.005090803,2.646558174,-0.001923556,0.998465225,0.998922305
OR2A1|346528,7.823736456,0.204749969,0.11754683,1.741858708,0.081533171,0.119126128
GNAT3|346562,0.101578209,-0.703473116,1.171597688,-0.600439147,0.548213605,0.640694075
MOGAT3|346606,0.048368972,0.324605617,1.949960947,0.166467753,0.867788859,0.929405884
FAM71F2|346653,16.27325878,1.276105663,0.183379602,6.958820111,3.43E-12,2.13E-11
STRA8|346673,0.02277357,0.182017318,3.230135699,0.056349744,0.955063192,0.983988191
KLRG2|346689,19.16062286,0.604467578,0.231820481,2.607481336,0.009121104,0.015956862
SLC10A5|347051,57.87936316,1.640281806,0.174918453,9.377408624,6.76E-21,1.27E-19
FLJ43950|347127,0.196558958,-0.033296005,0.689977995,-0.048256618,0.961511728,0.983988191
QRFP|347148,11.31926047,-0.241129072,0.13435336,-1.794737938,0.072695463,0.107273394
OR1J1|347168,0.396905518,0.085326308,0.490596658,0.173923542,0.861925551,0.924989833
OR1B1|347169,0.123185199,0.191937578,0.849227959,0.226014201,0.821190375,0.891341178
KIF24|347240,112.6738985,-0.043126248,0.111310656,-0.387440426,0.698430181,0.782046182
IGFBPL1|347252,7.43717727,0.166504001,0.22189343,0.750378237,0.453026935,0.544990017
MURC|347273,29.85690754,-0.252426649,0.254393351,-0.992269052,0.321066296,0.403131374
ZNF81|347344,165.2269565,-0.455305601,0.103621723,-4.393920388,1.11E-05,3.04E-05
ITIH5L|347365,129.2042808,0.521385353,0.210653395,2.475086393,0.013320395,0.022638801
LANCL3|347404,13.85675253,-0.599918961,0.220871769,-2.716141426,0.00660477,0.011846545
DCAF8L2|347442,0.068762381,-0.189630406,1.30209878,-0.145634424,0.884209991,0.941762404
ANKRD58|347454,19.87841962,0.389621438,0.146009434,2.668467555,0.007619814,0.013524104
OR13H1|347468,0.006019393,0.141344248,4.935570885,0.028637872,0.977153407,0.986988669
CCDC160|347475,146.4611974,0.304270341,0.130726492,2.327533898,0.019936867,0.03285891
CXorf66|347487,0.051473031,0.318744864,4.935570885,0.064581154,0.94850749,0.983988191
DGAT2L6|347516,0.54106468,0.553039717,0.43744824,1.264240352,0.206143771,0.273481845
RAB41|347517,5.969419964,-0.152997208,0.11822221,-1.294149457,0.195613801,0.261256729
ARSH|347527,8.018006267,1.579904082,0.30692674,5.147495719,2.64E-07,8.93E-07
TUBB8|347688,22.04043328,0.186268979,0.120745885,1.542652811,0.122915037,0.172686848
SOX2OT|347689,20.42742107,-0.612531214,0.113922259,-5.376747436,7.58E-08,2.77E-07
LRRTM1|347730,16.46349642,-1.358358594,0.242858837,-5.593202248,2.23E-08,8.72E-08
LRRTM3|347731,19.83754603,-2.207856276,0.406544734,-5.430783118,5.61E-08,2.08E-07
CATSPER3|347732,22.98730063,0.399606524,0.121784939,3.281247482,0.00103349,0.00209802
TUBB2B|347733,92.7453442,-0.252975449,0.178076312,-1.420601344,0.155432688,0.212956641
SLC35B2|347734,4081.409222,0.44641604,0.062650796,7.125464768,1.04E-12,6.85E-12
SERINC2|347735,9387.691724,0.055872378,0.08991157,0.621414772,0.534326755,0.626620138
TXNDC6|347736,18.15524419,-0.037166109,0.143960721,-0.258168401,0.796276944,0.870302913
OTOP3|347741,2.116136488,1.980592296,0.54283797,3.648588355,0.000263685,0.000585574
C6orf52|347744,29.3562726,0.248481997,0.165908259,1.497707211,0.134209337,0.186965327
PAR-SN|347746,483.6932548,0.117655853,0.095676148,1.229730251,0.218798135,0.288189949
TBX10|347853,56.74241242,2.841936469,0.333136348,8.530850765,1.45E-17,1.74E-16
PDDC1|347862,4308.327877,0.532152605,0.062796589,8.474227853,2.37E-17,2.77E-16
AMIGO2|347902,587.8582772,-0.690799391,0.151944366,-4.546396877,5.46E-06,1.55E-05
EP400NL|347918,193.9378026,0.356798894,0.084925347,4.201323948,2.65E-05,6.84E-05
FAM70B|348013,74.66368551,-0.128393073,0.134924168,-0.95159433,0.341302758,0.425471159
LOC348021|348021,0.626324317,-3.70922702,0.950448774,-3.902605928,9.52E-05,0.000225106
RBPMS2|348093,716.7403331,-1.237232202,0.134044863,-9.229985931,2.71E-20,4.68E-19
ANKDD1A|348094,282.639283,-0.633284906,0.117350695,-5.396516024,6.79E-08,2.50E-07
C15orf38|348110,1227.99561,-0.132137256,0.063804451,-2.070972403,0.038361375,0.059907097
ACSM2B|348158,0.674022958,0.887490066,0.608725317,1.457948341,0.144854783,0.200108774
CLEC18A|348174,53.96853762,1.767855446,0.173149957,10.20996755,1.79E-24,5.22E-23
CTU2|348180,611.7690522,0.28817208,0.079475027,3.625945048,0.000287907,0.000635631
SKA2|348235,1111.468492,-0.323289813,0.06024927,-5.36587101,8.06E-08,2.93E-07
CCDC144C|348254,2.663761829,0.872248108,0.286644671,3.042959443,0.002342639,0.004502821
FAM195B|348262,4536.261069,0.314803649,0.102066584,3.084296916,0.002040339,0.003956953
SELV|348303,4.404052981,0.217915828,0.341485734,0.638140356,0.523382318,0.615436529
ZNF530|348327,134.0825459,0.110973476,0.058893252,1.884315642,0.059522293,0.089616042
FAM159A|348378,10.87151315,0.321200122,0.189748675,1.692766084,0.090500001,0.130876003
FAM131C|348487,4.630052989,-0.85590696,0.235794623,-3.629883277,0.000283549,0.000626644
GEN1|348654,325.9982615,-0.096900334,0.076201103,-1.271639519,0.203501229,0.27043211
C2orf48|348738,1.365988246,1.259538508,0.37971712,3.317044294,0.000909752,0.001862397
WDR53|348793,248.435496,-0.029929434,0.051256617,-0.583913573,0.559278461,0.651260911
LNP1|348801,178.9243225,-0.097716938,0.081604934,-1.197439088,0.231135456,0.302435024
CCDC37|348807,2.27337106,0.987250351,0.527093738,1.873007171,0.061067395,0.091675667
NCRNA00119|348808,1.298545871,0.04664611,0.22874246,0.203924144,0.838412777,0.905786055
